,Away Team,Home Team,Week,Year,Road Closing Spread,Home Closing Spread
674,CAR,ATL,4,2016,-2.5,2.5
675,OAK,BAL,4,2016,3.5,-3.5
676,TEN,HOU,4,2016,4,-4
677,CLE,WAS,4,2016,7.5,-7.5
678,DEN,TB,4,2016,-3.5,3.5
679,LA,ARI,4,2016,10,-10
680,NO,SD,4,2016,4,-4
681,DAL,SF,4,2016,-1,1
682,KC,PIT,4,2016,3,-3
683,NYG,MIN,4,2016,3.5,-3.5
684,BAL,PIT,4,2015,-3,3
685,NYJ,MIA,4,2015,-2.5,2.5
686,OAK,CHI,4,2015,-3,3
687,HOU,ATL,4,2015,4,-4
688,NYG,BUF,4,2015,6,-6
689,JAC,IND,4,2015,4,-4
690,KC,CIN,4,2015,3.5,-3.5
691,PHI,WAS,4,2015,-3,3
692,CAR,TB,4,2015,-3,3
693,CLE,SD,4,2015,4.5,-4.5
694,STL,ARI,4,2015,7,-7
695,MIN,DEN,4,2015,7,-7
696,GB,SF,4,2015,-7.5,7.5
697,DAL,NO,4,2015,3,-3
698,DET,SEA,4,2015,10,-10
699,NYG,WAS,4,2014,3,-3
700,GB,CHI,4,2014,-2,2
701,BUF,HOU,4,2014,3,-3
702,TEN,IND,4,2014,7.5,-7.5
703,CAR,BAL,4,2014,3.5,-3.5
704,DET,NYJ,4,2014,2,-2
705,TB,PIT,4,2014,7.5,-7.5
706,MIA,OAK,4,2014,-4,4
707,JAC,SD,4,2014,13,-13
708,ATL,MIN,4,2014,-5.5,5.5
709,PHI,SF,4,2014,3.5,-3.5
710,NO,DAL,4,2014,-3,3
711,NE,KC,4,2014,-3,3
712,SF,STL,4,2013,-3,3
713,BAL,BUF,4,2013,-4,4
714,ARI,TB,4,2013,2.5,-2.5
715,PIT,MIN,4,2013,-3,3
716,NYG,KC,4,2013,3.5,-3.5
717,IND,JAC,4,2013,-9.5,9.5
718,SEA,HOU,4,2013,-1,1
719,CIN,CLE,4,2013,-3.5,3.5
720,CHI,DET,4,2013,3,-3
721,NYJ,TEN,4,2013,3.5,-3.5
722,WAS,OAK,4,2013,-3.5,3.5
723,PHI,DEN,4,2013,10.5,-10.5
724,DAL,SD,4,2013,-1,1
725,NE,ATL,4,2013,3,-3
726,MIA,NO,4,2013,7,-7
727,CLE,BAL,4,2012,11.5,-11.5
728,CAR,ATL,4,2012,7,-7
729,SEA,STL,4,2012,-2,2
730,SF,NYJ,4,2012,-3.5,3.5
731,SD,KC,4,2012,-2.5,2.5
732,TEN,HOU,4,2012,13,-13
733,MIN,DET,4,2012,3.5,-3.5
734,NE,BUF,4,2012,-3.5,3.5
735,CIN,JAC,4,2012,1,-1
736,OAK,DEN,4,2012,6.5,-6.5
737,MIA,ARI,4,2012,4,-4
738,WAS,TB,4,2012,1.5,-1.5
739,NO,GB,4,2012,7.5,-7.5
740,NYG,PHI,4,2012,1.5,-1.5
741,CHI,DAL,4,2012,3,-3
742,DET,DAL,4,2011,3,-3
743,NO,JAC,4,2011,-8,8
744,SF,PHI,4,2011,10,-10
745,WAS,STL,4,2011,-3,3
746,TEN,CLE,4,2011,2,-2
747,BUF,CIN,4,2011,-3,3
748,MIN,KC,4,2011,-3,3
749,CAR,CHI,4,2011,7,-7
750,PIT,HOU,4,2011,4,-4
751,ATL,SEA,4,2011,-6,6
752,NYG,ARI,4,2011,-2,2
753,MIA,SD,4,2011,7,-7
754,DEN,GB,4,2011,12,-12
755,NE,OAK,4,2011,-7,7
756,NYJ,BAL,4,2011,6,-6
757,IND,TB,4,2011,10,-10
758,DEN,TEN,4,2010,6,-6
759,BAL,PIT,4,2010,3,-3
760,CIN,CLE,4,2010,-2,2
761,DET,GB,4,2010,15,-15
762,CAR,NO,4,2010,13,-13
763,SF,ATL,4,2010,7,-7
764,SEA,STL,4,2010,-3,3
765,NYJ,BUF,4,2010,-6,6
766,IND,JAC,4,2010,-7,7
767,HOU,OAK,4,2010,-3,3
768,ARI,SD,4,2010,10,-10
769,WAS,PHI,4,2010,5,-5
770,CHI,NYG,4,2010,4,-4
771,NE,MIA,4,2010,0,0
772,OAK,HOU,4,2009,8,-8
773,BAL,NE,4,2009,2,-2
774,CIN,CLE,4,2009,-6,6
775,NYG,KC,4,2009,-9,9
776,DET,CHI,4,2009,10,-10
777,TB,WAS,4,2009,10,-10
778,SEA,IND,4,2009,10,-10
779,TEN,JAC,4,2009,-3,3
780,NYJ,NO,4,2009,8,-8
781,BUF,MIA,4,2009,2,-2
782,STL,SF,4,2009,9,-9
783,DAL,DEN,4,2009,-3,3
784,SD,PIT,4,2009,6,-6
785,GB,MIN,4,2009,5,-5
786,DEN,KC,4,2008,-8,8
787,CLE,CIN,4,2008,1,-1
788,HOU,JAC,4,2008,7,-7
789,ARI,NYJ,4,2008,2,-2
790,SF,NO,4,2008,4,-4
791,ATL,CAR,4,2008,7,-7
792,MIN,TEN,4,2008,3,-3
793,GB,TB,4,2008,2,-2
794,BUF,STL,4,2008,-9,9
795,SD,OAK,4,2008,-8,8
796,WAS,DAL,4,2008,10,-10
797,PHI,CHI,4,2008,-3,3
798,BAL,PIT,4,2008,6,-6
799,OAK,MIA,4,2007,4,-4
800,HOU,ATL,4,2007,-3,3
801,BAL,CLE,4,2007,-4,4
802,CHI,DET,4,2007,-3,3
803,GB,MIN,4,2007,0,0
804,STL,DAL,4,2007,13,-13
805,NYJ,BUF,4,2007,-3,3
806,TB,CAR,4,2007,3,-3
807,SEA,SF,4,2007,-2,2
808,PIT,ARI,4,2007,-6,6
809,KC,SD,4,2007,13,-13
810,DEN,IND,4,2007,10,-10
811,PHI,NYG,4,2007,-2,2
812,NE,CIN,4,2007,-8,8
813,LAR,SEA,5,2019,1.5,-1.5
814,ARI,CIN,5,2019,3,-3
815,ATL,HOU,5,2019,4,-4
816,BAL,PIT,5,2019,-3.5,3.5
817,BUF,TEN,5,2019,3.5,-3.5
818,CHI,OAK,5,2019,-6.5,6.5
819,JAC,CAR,5,2019,3,-3
820,MIN,NYG,5,2019,-5.5,5.5
821,NE,WAS,5,2019,-15.5,15.5
822,NYJ,PHI,5,2019,14,-14
823,TB,NO,5,2019,3,-3
824,DEN,LAC,5,2019,4,-4
825,GB,DAL,5,2019,3.5,-3.5
826,IND,KC,5,2019,10.5,-10.5
827,CLE,SF,5,2019,5,-5
828,IND,NE,5,2018,10.5,-10.5
829,MIA,CIN,5,2018,6,-6
830,ATL,PIT,5,2018,3.5,-3.5
831,BAL,CLE,5,2018,-3,3
832,DEN,NYJ,5,2018,-1,1
833,GB,DET,5,2018,1,-1
834,JAC,KC,5,2018,3,-3
835,NYG,CAR,5,2018,7,-7
836,TEN,BUF,5,2018,-6,6
837,OAK,LAC,5,2018,5.5,-5.5
838,ARI,SF,5,2018,3,-3
839,LAR,SEA,5,2018,-7.5,7.5
840,MIN,PHI,5,2018,3.5,-3.5
841,DAL,HOU,5,2018,3.5,-3.5
842,WAS,NO,5,2018,5.5,-5.5
843,NE,TB,5,2017,-3.5,3.5
844,TEN,MIA,5,2017,0,0
845,LAC,NYG,5,2017,3,-3
846,BUF,CIN,5,2017,3,-3
847,JAC,PIT,5,2017,7.5,-7.5
848,ARI,PHI,5,2017,6,-6
849,NYJ,CLE,5,2017,-1.5,1.5
850,CAR,DET,5,2017,2,-2
851,SF,IND,5,2017,-1,1
852,SEA,LAR,5,2017,2,-2
853,BAL,OAK,5,2017,3,-3
854,GB,DAL,5,2017,2.5,-2.5
855,KC,HOU,5,2017,-2,2
856,MIN,CHI,5,2017,-3.5,3.5
857,ARI,SF,5,2016,-3.5,3.5
858,WAS,BAL,5,2016,4,-4
859,TEN,MIA,5,2016,2.5,-2.5
860,HOU,MIN,5,2016,6,-6
861,CHI,IND,5,2016,4,-4
862,NYJ,PIT,5,2016,10,-10
863,PHI,DET,5,2016,-3.5,3.5
864,NE,CLE,5,2016,-10,10
865,ATL,DEN,5,2016,3.5,-3.5
866,SD,OAK,5,2016,3.5,-3.5
867,BUF,LA,5,2016,-2.5,2.5
868,CIN,DAL,5,2016,-2.5,2.5
869,NYG,GB,5,2016,7,-7
870,TB,CAR,5,2016,6,-6
871,IND,HOU,5,2015,4.5,-4.5
872,CLE,BAL,5,2015,6,-6
873,STL,GB,5,2015,8.5,-8.5
874,BUF,TEN,5,2015,1,-1
875,NO,PHI,5,2015,6.5,-6.5
876,WAS,ATL,5,2015,7.5,-7.5
877,SEA,CIN,5,2015,3,-3
878,CHI,KC,5,2015,10,-10
879,JAC,TB,5,2015,1,-1
880,ARI,DET,5,2015,-4.5,4.5
881,NE,DAL,5,2015,-8,8
882,DEN,OAK,5,2015,-5,5
883,SF,NYG,5,2015,7.5,-7.5
884,PIT,SD,5,2015,3.5,-3.5
885,MIN,GB,5,2014,8.5,-8.5
886,CHI,CAR,5,2014,1.5,-1.5
887,CLE,TEN,5,2014,-1,1
888,STL,PHI,5,2014,3.5,-3.5
889,ATL,NYG,5,2014,4,-4
890,TB,NO,5,2014,11,-11
891,HOU,DAL,5,2014,5,-5
892,BUF,DET,5,2014,4.5,-4.5
893,BAL,IND,5,2014,2.5,-2.5
894,PIT,JAC,5,2014,-6,6
895,ARI,DEN,5,2014,8,-8
896,KC,SF,5,2014,4,-4
897,NYJ,SD,5,2014,7,-7
898,CIN,NE,5,2014,-2.5,2.5
899,SEA,WAS,5,2014,-7,7
900,BUF,CLE,5,2013,3.5,-3.5
901,BAL,MIA,5,2013,2.5,-2.5
902,JAC,STL,5,2013,11,-11
903,KC,TEN,5,2013,-2.5,2.5
904,PHI,NYG,5,2013,-1,1
905,SEA,IND,5,2013,-3,3
906,NO,CHI,5,2013,1,-1
907,NE,CIN,5,2013,-2,2
908,DET,GB,5,2013,10,-10
909,CAR,ARI,5,2013,-3,3
910,DEN,DAL,5,2013,-7.5,7.5
911,SD,OAK,5,2013,-6,6
912,HOU,SF,5,2013,4,-4
913,NYJ,ATL,5,2013,10,-10
914,ARI,STL,5,2012,-1,1
915,GB,IND,5,2012,-6.5,6.5
916,BAL,KC,5,2012,-6,6
917,CLE,NYG,5,2012,7.5,-7.5
918,MIA,CIN,5,2012,3,-3
919,PHI,PIT,5,2012,4,-4
920,ATL,WAS,5,2012,-3,3
921,SEA,CAR,5,2012,1,-1
922,CHI,JAC,5,2012,-6,6
923,TEN,MIN,5,2012,6,-6
924,DEN,NE,5,2012,6,-6
925,BUF,SF,5,2012,10,-10
926,SD,NO,5,2012,3.5,-3.5
927,HOU,NYJ,5,2012,-9.5,9.5
928,KC,IND,5,2011,1,-1
929,ARI,MIN,5,2011,3.5,-3.5
930,PHI,BUF,5,2011,-2.5,2.5
931,OAK,HOU,5,2011,4.5,-4.5
932,NO,CAR,5,2011,-6.5,6.5
933,CIN,JAC,5,2011,-1,1
934,TEN,PIT,5,2011,3,-3
935,SEA,NYG,5,2011,9.5,-9.5
936,TB,SF,5,2011,2.5,-2.5
937,NYJ,NE,5,2011,7.5,-7.5
938,SD,DEN,5,2011,-3.5,3.5
939,GB,ATL,5,2011,-5.5,5.5
940,CHI,DET,5,2011,6.5,-6.5
941,DEN,BAL,5,2010,8,-8
942,JAC,BUF,5,2010,3,-3
943,KC,IND,5,2010,7,-7
944,STL,DET,5,2010,3,-3
945,ATL,CLE,5,2010,-3,3
946,TB,CIN,5,2010,7,-7
947,CHI,CAR,5,2010,3,-3
948,GB,WAS,5,2010,-3,3
949,NYG,HOU,5,2010,3,-3
950,NO,ARI,5,2010,-7,7
951,SD,OAK,5,2010,-7,7
952,TEN,DAL,5,2010,7,-7
953,PHI,SF,5,2010,3,-3
954,MIN,NYJ,5,2010,4,-4
955,MIN,STL,5,2009,-10,10
956,DAL,KC,5,2009,-7,7
957,WAS,CAR,5,2009,5,-5
958,TB,PHI,5,2009,16,-16
959,OAK,NYG,5,2009,15,-15
960,CLE,BUF,5,2009,6,-6
961,CIN,BAL,5,2009,9,-9
962,PIT,DET,5,2009,-11,11
963,ATL,SF,5,2009,0,0
964,NE,DEN,5,2009,-3,3
965,HOU,ARI,5,2009,6,-6
966,JAC,SEA,5,2009,2,-2
967,IND,TEN,5,2009,-3,3
968,NYJ,MIA,5,2009,-3,3
969,IND,HOU,5,2008,-5,5
970,TEN,BAL,5,2008,-1,1
971,SD,MIA,5,2008,-6,6
972,KC,CAR,5,2008,10,-10
973,WAS,PHI,5,2008,7,-7
974,CHI,DET,5,2008,-3,3
975,ATL,GB,5,2008,6,-6
976,SEA,NYG,5,2008,6,-6
977,TB,DEN,5,2008,4,-4
978,NE,SF,5,2008,-3,3
979,BUF,ARI,5,2008,2,-2
980,CIN,DAL,5,2008,16,-16
981,PIT,JAC,5,2008,6,-6
982,MIN,NO,5,2008,3,-3
983,CAR,NO,5,2007,4,-4
984,JAC,KC,5,2007,-2,2
985,DET,WAS,5,2007,4,-4
986,ATL,TEN,5,2007,8,-8
987,SEA,PIT,5,2007,5,-5
988,CLE,NE,5,2007,16,-16
989,ARI,STL,5,2007,-4,4
990,NYJ,NYG,5,2007,4,-4
991,MIA,HOU,5,2007,5,-5
992,TB,IND,5,2007,9,-9
993,SD,DEN,5,2007,-2,2
994,BAL,SF,5,2007,-4,4
995,CHI,GB,5,2007,3,-3
996,DAL,BUF,5,2007,-11,11
997,NYG,NE,6,2019,16.5,-16.5
998,CAR,TB,6,2019,-2,2
999,CIN,BAL,6,2019,10.5,-10.5
1000,HOU,KC,6,2019,3.5,-3.5
1001,NO,JAC,6,2019,2.5,-2.5
1002,PHI,MIN,6,2019,3.5,-3.5
1003,SEA,CLE,6,2019,1,-1
1004,WAS,MIA,6,2019,-6,6
1005,ATL,ARI,6,2019,-3,3
1006,SF,LAR,6,2019,3,-3
1007,DAL,NYJ,6,2019,-7,7
1008,TEN,DEN,6,2019,1,-1
1009,PIT,LAC,6,2019,6,-6
1010,DET,GB,6,2019,3.5,-3.5
1011,PHI,NYG,6,2018,-1.5,1.5
1012,ARI,MIN,6,2018,10,-10
1013,CAR,WAS,6,2018,-1,1
1014,CHI,MIA,6,2018,-7.5,7.5
1015,IND,NYJ,6,2018,2.5,-2.5
1016,PIT,CIN,6,2018,1,-1
1017,SEA,OAK,6,2018,-3,3
1018,BUF,HOU,6,2018,10.5,-10.5
1019,LAC,CLE,6,2018,1,-1
1020,TB,ATL,6,2018,3,-3
1021,LAR,DEN,6,2018,-7,7
1022,BAL,TEN,6,2018,-2.5,2.5
1023,JAC,DAL,6,2018,-3,3
1024,KC,NE,6,2018,4,-4
1025,SF,GB,6,2018,9,-9
1026,PHI,CAR,6,2017,3,-3
1027,NE,NYJ,6,2017,-9,9
1028,MIA,ATL,6,2017,14,-14
1029,SF,WAS,6,2017,12,-12
1030,CHI,BAL,6,2017,5.5,-5.5
1031,CLE,HOU,6,2017,7.5,-7.5
1032,GB,MIN,6,2017,-3,3
1033,DET,NO,6,2017,6,-6
1034,TB,ARI,6,2017,-2.5,2.5
1035,LAR,JAC,6,2017,1,-1
1036,PIT,KC,6,2017,3.5,-3.5
1037,LAC,OAK,6,2017,3,-3
1038,NYG,DEN,6,2017,14,-14
1039,IND,TEN,6,2017,7,-7
1040,DEN,SD,6,2016,-155,3
1041,LA,DET,6,2016,166,-2.5
1042,SF,BUF,6,2016,361,-7.5
1043,JAC,CHI,6,2016,138,-2.5
1044,CLE,TEN,6,2016,325,-7.5
1045,PHI,WAS,6,2016,-116,3
1046,BAL,NYG,6,2016,150,-3.5
1047,CAR,NO,6,2016,-136,2.5
1048,PIT,MIA,6,2016,-314,7.5
1049,CIN,NE,6,2016,400,-7.5
1050,KC,OAK,6,2016,-106,1
1051,ATL,SEA,6,2016,250,-7
1052,DAL,GB,6,2016,202,-5
1053,IND,HOU,6,2016,160,-3
1054,NYJ,ARI,6,2016,340,-7.5
1055,ATL,NO,6,2015,-3,3
1056,DEN,CLE,6,2015,-3.5,3.5
1057,CHI,DET,6,2015,3.5,-3.5
1058,HOU,JAC,6,2015,2.5,-2.5
1059,CIN,BUF,6,2015,-3,3
1060,WAS,NYJ,6,2015,7.5,-7.5
1061,KC,MIN,6,2015,3.5,-3.5
1062,ARI,PIT,6,2015,-5.5,5.5
1063,MIA,TEN,6,2015,2.5,-2.5
1064,CAR,SEA,6,2015,7,-7
1065,BAL,SF,6,2015,-2.5,2.5
1066,SD,GB,6,2015,10.5,-10.5
1067,NE,IND,6,2015,-8,8
1068,NYG,PHI,6,2015,3.5,-3.5
1069,IND,HOU,6,2014,-2.5,2.5
1070,CHI,ATL,6,2014,3.5,-3.5
1071,JAC,TEN,6,2014,4,-4
1072,BAL,TB,6,2014,-3.5,3.5
1073,DEN,NYJ,6,2014,-10,10
1074,DET,MIN,6,2014,1,-1
1075,NE,BUF,6,2014,1,-1
1076,CAR,CIN,6,2014,7,-7
1077,PIT,CLE,6,2014,2.5,-2.5
1078,GB,MIA,6,2014,-1.5,1.5
1079,SD,OAK,6,2014,-7,7
1080,DAL,SEA,6,2014,10,-10
1081,WAS,ARI,6,2014,5,-5
1082,NYG,PHI,6,2014,1,-1
1083,SF,STL,6,2014,-3.5,3.5
1084,NYG,CHI,6,2013,9.5,-9.5
1085,GB,BAL,6,2013,-1,1
1086,PHI,TB,6,2013,-2.5,2.5
1087,PIT,NYJ,6,2013,-1,1
1088,CAR,MIN,6,2013,2.5,-2.5
1089,OAK,KC,6,2013,7.5,-7.5
1090,STL,HOU,6,2013,9.5,-9.5
1091,CIN,BUF,6,2013,-6,6
1092,DET,CLE,6,2013,-1,1
1093,TEN,SEA,6,2013,11,-11
1094,JAC,DEN,6,2013,27,-27
1095,NO,NE,6,2013,2.5,-2.5
1096,ARI,SF,6,2013,10,-10
1097,WAS,DAL,6,2013,5.5,-5.5
1098,IND,SD,6,2013,-1,1
1099,PIT,TEN,6,2012,-5.5,5.5
1100,DAL,BAL,6,2012,3,-3
1101,CIN,CLE,6,2012,-1,1
1102,STL,MIA,6,2012,5.5,-5.5
1103,IND,NYJ,6,2012,3.5,-3.5
1104,OAK,ATL,6,2012,10,-10
1105,DET,PHI,6,2012,3.5,-3.5
1106,KC,TB,6,2012,5,-5
1107,BUF,ARI,6,2012,5,-5
1108,NE,SEA,6,2012,-3.5,3.5
1109,NYG,SF,6,2012,7,-7
1110,MIN,WAS,6,2012,-1.5,1.5
1111,GB,HOU,6,2012,4,-4
1112,DEN,SD,6,2012,1,-1
1113,STL,GB,6,2011,14,-14
1114,JAC,PIT,6,2011,12.5,-12.5
1115,PHI,WAS,6,2011,-3,3
1116,SF,DET,6,2011,4.5,-4.5
1117,CAR,ATL,6,2011,3.5,-3.5
1118,IND,CIN,6,2011,5,-5
1119,BUF,NYG,6,2011,3,-3
1120,HOU,BAL,6,2011,7,-7
1121,CLE,OAK,6,2011,6.5,-6.5
1122,DAL,NE,6,2011,6.5,-6.5
1123,NO,TB,6,2011,-6,6
1124,MIN,CHI,6,2011,1,-1
1125,MIA,NYJ,6,2011,7,-7
1126,SD,STL,6,2010,-9,9
1127,KC,HOU,6,2010,5,-5
1128,BAL,NE,6,2010,3,-3
1129,NO,TB,6,2010,-6,6
1130,ATL,PHI,6,2010,2,-2
1131,DET,NYG,6,2010,10,-10
1132,SEA,CHI,6,2010,6,-6
1133,MIA,GB,6,2010,3,-3
1134,CLE,PIT,6,2010,14,-14
1135,NYJ,DEN,6,2010,-3,3
1136,OAK,SF,6,2010,7,-7
1137,DAL,MIN,6,2010,2,-2
1138,IND,WAS,6,2010,-3,3
1139,TEN,JAC,6,2010,-3,3
1140,KC,WAS,6,2009,7,-7
1141,HOU,CIN,6,2009,4,-4
1142,CLE,PIT,6,2009,14,-14
1143,BAL,MIN,6,2009,3,-3
1144,STL,JAC,6,2009,10,-10
1145,NYG,NO,6,2009,3,-3
1146,CAR,TB,6,2009,-3,3
1147,DET,GB,6,2009,14,-14
1148,PHI,OAK,6,2009,-14,14
1149,ARI,SEA,6,2009,3,-3
1150,BUF,NYJ,6,2009,9,-9
1151,TEN,NE,6,2009,9,-9
1152,CHI,ATL,6,2009,4,-4
1153,DEN,SD,6,2009,3,-3
1154,OAK,NO,6,2008,7,-7
1155,BAL,IND,6,2008,4,-4
1156,CIN,NYJ,6,2008,10,-10
1157,CAR,TB,6,2008,3,-3
1158,DET,MIN,6,2008,13,-13
1159,CHI,ATL,6,2008,-3,3
1160,MIA,HOU,6,2008,3,-3
1161,STL,WAS,6,2008,12,-12
1162,JAC,DEN,6,2008,3,-3
1163,PHI,SF,6,2008,-6,6
1164,DAL,ARI,6,2008,-5,5
1165,GB,SEA,6,2008,0,0
1166,NE,SD,6,2008,6,-6
1167,NYG,CLE,6,2008,-8,8
1168,CIN,KC,6,2007,-3,3
1169,HOU,JAC,6,2007,6,-6
1170,MIA,CLE,6,2007,4,-4
1171,MIN,CHI,6,2007,4,-4
1172,PHI,NYJ,6,2007,-4,4
1173,STL,BAL,6,2007,9,-9
1174,TEN,TB,6,2007,2,-2
1175,WAS,GB,6,2007,3,-3
1176,CAR,ARI,6,2007,6,-6
1177,NE,DAL,6,2007,-5,5
1178,OAK,SD,6,2007,10,-10
1179,NO,SEA,6,2007,6,-6
1180,NYG,ATL,6,2007,-5,5
1181,KC,DEN,7,2019,-3,3
1182,ARI,NYG,7,2019,3.5,-3.5
1183,HOU,IND,7,2019,1.5,-1.5
1184,JAC,CIN,7,2019,-4,4
1185,LAR,ATL,7,2019,-3,3
1186,MIA,BUF,7,2019,17,-17
1187,MIN,DET,7,2019,-2.5,2.5
1188,OAK,GB,7,2019,5.5,-5.5
1189,SF,WAS,7,2019,-10,10
1190,LAC,TEN,7,2019,3,-3
1191,BAL,SEA,7,2019,3,-3
1192,NO,CHI,7,2019,4,-4
1193,PHI,DAL,7,2019,3,-3
1194,NE,NYJ,7,2019,-9.5,9.5
1195,DEN,ARI,7,2018,-1,1
1196,TEN,LAC,7,2018,6.5,-6.5
1197,BUF,IND,7,2018,7,-7
1198,CAR,PHI,7,2018,5,-5
1199,CIN,KC,7,2018,6.5,-6.5
1200,CLE,TB,7,2018,3.5,-3.5
1201,DET,MIA,7,2018,-3,3
1202,HOU,JAC,7,2018,4,-4
1203,MIN,NYJ,7,2018,-3.5,3.5
1204,NE,CHI,7,2018,-1,1
1205,NO,BAL,7,2018,2.5,-2.5
1206,DAL,WAS,7,2018,-1.5,1.5
1207,LAR,SF,7,2018,-8,8
1208,NYG,ATL,7,2018,4.5,-4.5
1209,KC,OAK,7,2017,-3,3
1210,JAC,IND,7,2017,-3,3
1211,ARI,LAR,7,2017,3,-3
1212,TB,BUF,7,2017,3,-3
1213,BAL,MIN,7,2017,5,-5
1214,CIN,PIT,7,2017,4,-4
1215,NYJ,MIA,7,2017,3,-3
1216,CAR,CHI,7,2017,-2.5,2.5
1217,TEN,CLE,7,2017,-5.5,5.5
1218,NO,GB,7,2017,-3.5,3.5
1219,DAL,SF,7,2017,-6.5,6.5
1220,DEN,LAC,7,2017,-1,1
1221,SEA,NYG,7,2017,-4,4
1222,ATL,NE,7,2017,3,-3
1223,WAS,PHI,7,2017,5,-5
1224,CHI,GB,7,2016,7.5,-7.5
1225,NYG,LA,7,2016,-3,3
1226,WAS,DET,7,2016,-1,1
1227,MIN,PHI,7,2016,-2.5,2.5
1228,CLE,CIN,7,2016,11.5,-11.5
1229,IND,TEN,7,2016,4,-4
1230,BAL,NYJ,7,2016,2,-2
1231,OAK,JAC,7,2016,1.5,-1.5
1232,NO,KC,7,2016,6,-6
1233,BUF,MIA,7,2016,-2.5,2.5
1234,SD,ATL,7,2016,4.5,-4.5
1235,TB,SF,7,2016,1,-1
1236,NE,PIT,7,2016,-7.5,7.5
1237,SEA,ARI,7,2016,2.5,-2.5
1238,HOU,DEN,7,2016,8.5,-8.5
1239,SEA,SF,7,2015,-6.5,6.5
1240,BUF,JAC,7,2015,-3.5,3.5
1241,PIT,KC,7,2015,4,-4
1242,HOU,MIA,7,2015,4.5,-4.5
1243,ATL,TEN,7,2015,-5.5,5.5
1244,MIN,DET,7,2015,1,-1
1245,NO,IND,7,2015,5.5,-5.5
1246,NYJ,NE,7,2015,7,-7
1247,CLE,STL,7,2015,6.5,-6.5
1248,TB,WAS,7,2015,3,-3
1249,OAK,SD,7,2015,3.5,-3.5
1250,DAL,NYG,7,2015,3,-3
1251,PHI,CAR,7,2015,3,-3
1252,BAL,ARI,7,2015,10,-10
1253,NYJ,NE,7,2014,9.5,-9.5
1254,ATL,BAL,7,2014,7,-7
1255,TEN,WAS,7,2014,6,-6
1256,SEA,STL,7,2014,-7,7
1257,CLE,JAC,7,2014,-4,4
1258,CIN,IND,7,2014,3,-3
1259,MIN,BUF,7,2014,7,-7
1260,MIA,CHI,7,2014,3,-3
1261,NO,DET,7,2014,1.5,-1.5
1262,CAR,GB,7,2014,6.5,-6.5
1263,KC,SD,7,2014,3,-3
1264,ARI,OAK,7,2014,-3.5,3.5
1265,NYG,DAL,7,2014,5,-5
1266,SF,DEN,7,2014,7,-7
1267,HOU,PIT,7,2014,3,-3
1268,SEA,ARI,7,2013,-5,5
1269,TB,ATL,7,2013,6,-6
1270,CHI,WAS,7,2013,-1,1
1271,DAL,PHI,7,2013,3,-3
1272,NE,NYJ,7,2013,-3.5,3.5
1273,BUF,MIA,7,2013,6,-6
1274,STL,CAR,7,2013,8,-8
1275,CIN,DET,7,2013,2.5,-2.5
1276,SD,JAC,7,2013,-7.5,7.5
1277,HOU,KC,7,2013,7,-7
1278,SF,TEN,7,2013,-3,3
1279,BAL,PIT,7,2013,-2.5,2.5
1280,CLE,GB,7,2013,7.5,-7.5
1281,DEN,IND,7,2013,-6,6
1282,MIN,NYG,7,2013,4,-4
1283,SEA,SF,7,2012,7.5,-7.5
1284,DAL,CAR,7,2012,-2.5,2.5
1285,BAL,HOU,7,2012,6.5,-6.5
1286,CLE,IND,7,2012,1,-1
1287,ARI,MIN,7,2012,7,-7
1288,TEN,BUF,7,2012,4,-4
1289,WAS,NYG,7,2012,6.5,-6.5
1290,NO,TB,7,2012,-1,1
1291,GB,STL,7,2012,-4,4
1292,NYJ,NE,7,2012,11,-11
1293,JAC,OAK,7,2012,6,-6
1294,PIT,CIN,7,2012,-1,1
1295,DET,CHI,7,2012,6.5,-6.5
1296,CHI,TB,7,2011,-1.5,1.5
1297,WAS,CAR,7,2011,1.5,-1.5
1298,SD,NYJ,7,2011,-1,1
1299,SEA,CLE,7,2011,3,-3
1300,HOU,TEN,7,2011,3,-3
1301,DEN,MIA,7,2011,-1,1
1302,ATL,DET,7,2011,4.5,-4.5
1303,KC,OAK,7,2011,3.5,-3.5
1304,PIT,ARI,7,2011,-4,4
1305,STL,DAL,7,2011,14,-14
1306,GB,MIN,7,2011,-10,10
1307,IND,NO,7,2011,13.5,-13.5
1308,BAL,JAC,7,2011,-10,10
1309,PIT,MIA,7,2010,-3,3
1310,CIN,ATL,7,2010,3,-3
1311,JAC,KC,7,2010,9,-9
1312,PHI,TEN,7,2010,3,-3
1313,WAS,CHI,7,2010,3,-3
1314,CLE,NO,7,2010,13,-13
1315,BUF,BAL,7,2010,13,-13
1316,SF,CAR,7,2010,-2,2
1317,STL,TB,7,2010,3,-3
1318,ARI,SEA,7,2010,7,-7
1319,NE,SD,7,2010,3,-3
1320,OAK,DEN,7,2010,7,-7
1321,MIN,GB,7,2010,3,-3
1322,NYG,DAL,7,2010,4,-4
1323,SD,KC,7,2009,-6,6
1324,IND,STL,7,2009,-14,14
1325,GB,CLE,7,2009,-9,9
1326,MIN,PIT,7,2009,6,-6
1327,NE,TB,7,2009,-16,16
1328,SF,HOU,7,2009,3,-3
1329,NYJ,OAK,7,2009,-6,6
1330,BUF,CAR,7,2009,7,-7
1331,CHI,CIN,7,2009,-2,2
1332,NO,MIA,7,2009,-6,6
1333,ATL,DAL,7,2009,5,-5
