,Game,Week,Road Closing Spread,Home Closing Spread
680,NO 35 @ SD 34,4,4,-4
681,DAL 24 @ SF 17,4,-1,1
682,KC 14 @ PIT 43,4,3,-3
683,NYG 10 @ MIN 24,4,3.5,-3.5
684,BAL 23 @ PIT 20,4,-3,3
685,NYJ 27 @ MIA 14,4,-2.5,2.5
686,OAK 20 @ CHI 22,4,-3,3
687,HOU 21 @ ATL 48,4,4,-4
688,NYG 24 @ BUF 10,4,6,-6
689,JAC 13 @ IND 16,4,4,-4
690,KC 21 @ CIN 36,4,3.5,-3.5
691,PHI 20 @ WAS 23,4,-3,3
692,CAR 37 @ TB 23,4,-3,3
693,CLE 27 @ SD 30,4,4.5,-4.5
694,STL 24 @ ARI 22,4,7,-7
695,MIN 20 @ DEN 23,4,7,-7
696,GB 17 @ SF 3,4,-7.5,7.5
697,DAL 20 @ NO 26,4,3,-3
698,DET 10 @ SEA 13,4,10,-10
699,NYG 45 @ WAS 14,4,3,-3
700,GB 38 @ CHI 17,4,-2,2
701,BUF 17 @ HOU 23,4,3,-3
702,TEN 17 @ IND 41,4,7.5,-7.5
703,CAR 10 @ BAL 38,4,3.5,-3.5
704,DET 24 @ NYJ 17,4,2,-2
705,TB 27 @ PIT 24,4,7.5,-7.5
706,MIA 38 @ OAK 14,4,-4,4
707,JAC 14 @ SD 33,4,13,-13
708,ATL 28 @ MIN 41,4,-5.5,5.5
709,PHI 21 @ SF 26,4,3.5,-3.5
710,NO 17 @ DAL 38,4,-3,3
711,NE 14 @ KC 41,4,-3,3
712,SF 35 @ STL 11,4,-3,3
713,BAL 20 @ BUF 23,4,-4,4
714,ARI 13 @ TB 10,4,2.5,-2.5
715,PIT 27 @ MIN 34,4,-3,3
716,NYG 7 @ KC 31,4,3.5,-3.5
717,IND 37 @ JAC 3,4,-9.5,9.5
718,SEA 23 @ HOU 20,4,-1,1
719,CIN 6 @ CLE 17,4,-3.5,3.5
720,CHI 32 @ DET 40,4,3,-3
721,NYJ 13 @ TEN 38,4,3.5,-3.5
722,WAS 24 @ OAK 14,4,-3.5,3.5
723,PHI 20 @ DEN 52,4,10.5,-10.5
724,DAL 21 @ SD 30,4,-1,1
725,NE 30 @ ATL 23,4,3,-3
726,MIA 17 @ NO 38,4,7,-7
727,CLE 16 @ BAL 23,4,11.5,-11.5
728,CAR 28 @ ATL 30,4,7,-7
729,SEA 13 @ STL 19,4,-2,2
730,SF 34 @ NYJ 0,4,-3.5,3.5
731,SD 37 @ KC 20,4,-2.5,2.5
732,TEN 14 @ HOU 38,4,13,-13
733,MIN 20 @ DET 13,4,3.5,-3.5
734,NE 52 @ BUF 28,4,-3.5,3.5
735,CIN 27 @ JAC 10,4,1,-1
736,OAK 6 @ DEN 37,4,6.5,-6.5
737,MIA 21 @ ARI 24,4,4,-4
738,WAS 24 @ TB 22,4,1.5,-1.5
739,NO 27 @ GB 28,4,7.5,-7.5
740,NYG 17 @ PHI 19,4,1.5,-1.5
741,CHI 34 @ DAL 18,4,3,-3
742,DET 34 @ DAL 30,4,3,-3
743,NO 23 @ JAC 10,4,-8,8
744,SF 24 @ PHI 23,4,10,-10
745,WAS 17 @ STL 10,4,-3,3
746,TEN 31 @ CLE 13,4,2,-2
747,BUF 20 @ CIN 23,4,-3,3
748,MIN 17 @ KC 22,4,-3,3
749,CAR 29 @ CHI 34,4,7,-7
750,PIT 10 @ HOU 17,4,4,-4
751,ATL 30 @ SEA 28,4,-6,6
752,NYG 31 @ ARI 27,4,-2,2
753,MIA 16 @ SD 26,4,7,-7
754,DEN 23 @ GB 49,4,12,-12
755,NE 31 @ OAK 19,4,-7,7
756,NYJ 17 @ BAL 34,4,6,-6
757,IND 17 @ TB 24,4,10,-10
758,DEN 26 @ TEN 20,4,6,-6
759,BAL 17 @ PIT 14,4,3,-3
760,CIN 20 @ CLE 23,4,-2,2
761,DET 26 @ GB 28,4,15,-15
762,CAR 14 @ NO 16,4,13,-13
763,SF 14 @ ATL 16,4,7,-7
764,SEA 3 @ STL 20,4,-3,3
765,NYJ 38 @ BUF 14,4,-6,6
766,IND 28 @ JAC 31,4,-7,7
767,HOU 31 @ OAK 24,4,-3,3
768,ARI 10 @ SD 41,4,10,-10
769,WAS 17 @ PHI 12,4,5,-5
770,CHI 3 @ NYG 17,4,4,-4
771,NE 41 @ MIA 14,4,0,0
772,OAK 6 @ HOU 29,4,8,-8
773,BAL 21 @ NE 27,4,2,-2
774,CIN 23 @ CLE 20,4,-6,6
775,NYG 27 @ KC 16,4,-9,9
776,DET 24 @ CHI 48,4,10,-10
777,TB 13 @ WAS 16,4,10,-10
778,SEA 17 @ IND 34,4,10,-10
779,TEN 17 @ JAC 37,4,-3,3
780,NYJ 10 @ NO 24,4,8,-8
781,BUF 10 @ MIA 38,4,2,-2
782,STL 0 @ SF 35,4,9,-9
783,DAL 10 @ DEN 17,4,-3,3
784,SD 28 @ PIT 38,4,6,-6
785,GB 23 @ MIN 30,4,5,-5
786,DEN 19 @ KC 33,4,-8,8
787,CLE 20 @ CIN 12,4,1,-1
788,HOU 27 @ JAC 30,4,7,-7
789,ARI 35 @ NYJ 56,4,2,-2
790,SF 17 @ NO 31,4,4,-4
791,ATL 9 @ CAR 24,4,7,-7
792,MIN 17 @ TEN 30,4,3,-3
793,GB 21 @ TB 30,4,2,-2
794,BUF 31 @ STL 14,4,-9,9
795,SD 28 @ OAK 18,4,-8,8
796,WAS 26 @ DAL 24,4,10,-10
797,PHI 20 @ CHI 24,4,-3,3
798,BAL 20 @ PIT 23,4,6,-6
799,OAK 35 @ MIA 17,4,4,-4
800,HOU 16 @ ATL 26,4,-3,3
801,BAL 13 @ CLE 27,4,-4,4
802,CHI 27 @ DET 37,4,-3,3
803,GB 23 @ MIN 16,4,0,0
804,STL 7 @ DAL 35,4,13,-13
805,NYJ 14 @ BUF 17,4,-3,3
806,TB 20 @ CAR 7,4,3,-3
807,SEA 23 @ SF 3,4,-2,2
808,PIT 14 @ ARI 21,4,-6,6
809,KC 30 @ SD 16,4,13,-13
810,DEN 20 @ IND 38,4,10,-10
811,PHI 3 @ NYG 16,4,-2,2
812,NE 34 @ CIN 13,4,-8,8
813,LAR 29 @ SEA 30,5,1.5,-1.5
814,ARI 26 @ CIN 23,5,3,-3
815,ATL 32 @ HOU 53,5,4,-4
816,BAL 26 @ PIT 23,5,-3.5,3.5
817,BUF 14 @ TEN 7,5,3.5,-3.5
818,CHI 21 @ OAK 24,5,-6.5,6.5
819,JAC 27 @ CAR 34,5,3,-3
820,MIN 28 @ NYG 10,5,-5.5,5.5
821,NE 33 @ WAS 7,5,-15.5,15.5
822,NYJ 6 @ PHI 31,5,14,-14
823,TB 24 @ NO 31,5,3,-3
824,DEN 20 @ LAC 13,5,4,-4
825,GB 34 @ DAL 24,5,3.5,-3.5
826,IND 19 @ KC 13,5,10.5,-10.5
827,CLE 3 @ SF 31,5,5,-5
828,IND 24 @ NE 38,5,10.5,-10.5
829,MIA 17 @ CIN 27,5,6,-6
830,ATL 17 @ PIT 41,5,3.5,-3.5
831,BAL 9 @ CLE 12,5,-3,3
832,DEN 16 @ NYJ 34,5,-1,1
833,GB 23 @ DET 31,5,1,-1
834,JAC 14 @ KC 39,5,3,-3
835,NYG 31 @ CAR 33,5,7,-7
836,TEN 12 @ BUF 13,5,-6,6
837,OAK 10 @ LAC 26,5,5.5,-5.5
838,ARI 28 @ SF 18,5,3,-3
839,LAR 33 @ SEA 31,5,-7.5,7.5
840,MIN 23 @ PHI 21,5,3.5,-3.5
841,DAL 16 @ HOU 19,5,3.5,-3.5
842,WAS 19 @ NO 43,5,5.5,-5.5
843,NE 19 @ TB 14,5,-3.5,3.5
844,TEN 10 @ MIA 16,5,0,0
845,LAC 27 @ NYG 22,5,3,-3
846,BUF 16 @ CIN 20,5,3,-3
847,JAC 30 @ PIT 9,5,7.5,-7.5
848,ARI 7 @ PHI 34,5,6,-6
849,NYJ 17 @ CLE 14,5,-1.5,1.5
850,CAR 27 @ DET 24,5,2,-2
851,SF 23 @ IND 26,5,-1,1
852,SEA 16 @ LAR 10,5,2,-2
853,BAL 30 @ OAK 17,5,3,-3
854,GB 35 @ DAL 31,5,2.5,-2.5
855,KC 42 @ HOU 34,5,-2,2
856,MIN 20 @ CHI 17,5,-3.5,3.5
857,ARI 33 @ SF 21,5,-3.5,3.5
858,WAS 16 @ BAL 10,5,4,-4
859,TEN 30 @ MIA 17,5,2.5,-2.5
860,HOU 13 @ MIN 31,5,6,-6
861,CHI 23 @ IND 29,5,4,-4
862,NYJ 13 @ PIT 31,5,10,-10
863,PHI 23 @ DET 24,5,-3.5,3.5
864,NE 33 @ CLE 13,5,-10,10
865,ATL 23 @ DEN 16,5,3.5,-3.5
866,SD 31 @ OAK 34,5,3.5,-3.5
867,BUF 30 @ LA 19,5,-2.5,2.5
868,CIN 14 @ DAL 28,5,-2.5,2.5
869,NYG 16 @ GB 23,5,7,-7
870,TB 17 @ CAR 14,5,6,-6
871,IND 27 @ HOU 20,5,4.5,-4.5
872,CLE 33 @ BAL 30,5,6,-6
873,STL 10 @ GB 24,5,8.5,-8.5
874,BUF 14 @ TEN 13,5,1,-1
875,NO 17 @ PHI 39,5,6.5,-6.5
876,WAS 19 @ ATL 25,5,7.5,-7.5
877,SEA 24 @ CIN 27,5,3,-3
878,CHI 18 @ KC 17,5,10,-10
879,JAC 31 @ TB 38,5,1,-1
880,ARI 42 @ DET 17,5,-4.5,4.5
881,NE 30 @ DAL 6,5,-8,8
882,DEN 16 @ OAK 10,5,-5,5
883,SF 27 @ NYG 30,5,7.5,-7.5
884,PIT 24 @ SD 20,5,3.5,-3.5
885,MIN 10 @ GB 42,5,8.5,-8.5
886,CHI 24 @ CAR 31,5,1.5,-1.5
887,CLE 29 @ TEN 28,5,-1,1
888,STL 28 @ PHI 34,5,3.5,-3.5
889,ATL 20 @ NYG 30,5,4,-4
890,TB 31 @ NO 37,5,11,-11
891,HOU 17 @ DAL 20,5,5,-5
892,BUF 17 @ DET 14,5,4.5,-4.5
893,BAL 13 @ IND 20,5,2.5,-2.5
894,PIT 17 @ JAC 9,5,-6,6
895,ARI 20 @ DEN 41,5,8,-8
896,KC 17 @ SF 22,5,4,-4
897,NYJ 0 @ SD 31,5,7,-7
898,CIN 17 @ NE 43,5,-2.5,2.5
899,SEA 27 @ WAS 17,5,-7,7
900,BUF 24 @ CLE 37,5,3.5,-3.5
901,BAL 26 @ MIA 23,5,2.5,-2.5
902,JAC 20 @ STL 34,5,11,-11
903,KC 26 @ TEN 17,5,-2.5,2.5
904,PHI 36 @ NYG 21,5,-1,1
905,SEA 28 @ IND 34,5,-3,3
906,NO 26 @ CHI 18,5,1,-1
907,NE 6 @ CIN 13,5,-2,2
908,DET 9 @ GB 22,5,10,-10
909,CAR 6 @ ARI 22,5,-3,3
910,DEN 51 @ DAL 48,5,-7.5,7.5
911,SD 17 @ OAK 27,5,-6,6
912,HOU 3 @ SF 34,5,4,-4
913,NYJ 30 @ ATL 28,5,10,-10
914,ARI 3 @ STL 17,5,-1,1
915,GB 27 @ IND 30,5,-6.5,6.5
916,BAL 9 @ KC 6,5,-6,6
917,CLE 27 @ NYG 41,5,7.5,-7.5
918,MIA 17 @ CIN 13,5,3,-3
919,PHI 14 @ PIT 16,5,4,-4
920,ATL 24 @ WAS 17,5,-3,3
921,SEA 16 @ CAR 12,5,1,-1
922,CHI 41 @ JAC 3,5,-6,6
923,TEN 7 @ MIN 30,5,6,-6
924,DEN 21 @ NE 31,5,6,-6
925,BUF 3 @ SF 45,5,10,-10
926,SD 24 @ NO 31,5,3.5,-3.5
927,HOU 23 @ NYJ 17,5,-9.5,9.5
928,KC 28 @ IND 24,5,1,-1
929,ARI 10 @ MIN 34,5,3.5,-3.5
930,PHI 24 @ BUF 31,5,-2.5,2.5
931,OAK 25 @ HOU 20,5,4.5,-4.5
932,NO 30 @ CAR 27,5,-6.5,6.5
933,CIN 30 @ JAC 20,5,-1,1
934,TEN 17 @ PIT 38,5,3,-3
935,SEA 36 @ NYG 25,5,9.5,-9.5
936,TB 3 @ SF 48,5,2.5,-2.5
937,NYJ 21 @ NE 30,5,7.5,-7.5
938,SD 29 @ DEN 24,5,-3.5,3.5
939,GB 25 @ ATL 14,5,-5.5,5.5
940,CHI 13 @ DET 24,5,6.5,-6.5
941,DEN 17 @ BAL 31,5,8,-8
942,JAC 36 @ BUF 26,5,3,-3
943,KC 9 @ IND 19,5,7,-7
944,STL 6 @ DET 44,5,3,-3
945,ATL 20 @ CLE 10,5,-3,3
946,TB 24 @ CIN 21,5,7,-7
947,CHI 23 @ CAR 6,5,3,-3
948,GB 13 @ WAS 16,5,-3,3
949,NYG 34 @ HOU 10,5,3,-3
950,NO 20 @ ARI 30,5,-7,7
951,SD 27 @ OAK 35,5,-7,7
952,TEN 34 @ DAL 27,5,7,-7
953,PHI 27 @ SF 24,5,3,-3
954,MIN 20 @ NYJ 29,5,4,-4
955,MIN 38 @ STL 10,5,-10,10
956,DAL 26 @ KC 20,5,-7,7
957,WAS 17 @ CAR 20,5,5,-5
958,TB 14 @ PHI 33,5,16,-16
959,OAK 7 @ NYG 44,5,15,-15
960,CLE 6 @ BUF 3,5,6,-6
961,CIN 17 @ BAL 14,5,9,-9
962,PIT 28 @ DET 20,5,-11,11
963,ATL 45 @ SF 10,5,0,0
964,NE 17 @ DEN 20,5,-3,3
965,HOU 21 @ ARI 28,5,6,-6
966,JAC 0 @ SEA 41,5,2,-2
967,IND 31 @ TEN 9,5,-3,3
968,NYJ 27 @ MIA 31,5,-3,3
969,IND 31 @ HOU 27,5,-5,5
970,TEN 13 @ BAL 10,5,-1,1
971,SD 10 @ MIA 17,5,-6,6
972,KC 0 @ CAR 34,5,10,-10
973,WAS 23 @ PHI 17,5,7,-7
974,CHI 34 @ DET 7,5,-3,3
975,ATL 27 @ GB 24,5,6,-6
976,SEA 6 @ NYG 44,5,6,-6
977,TB 13 @ DEN 16,5,4,-4
978,NE 30 @ SF 21,5,-3,3
979,BUF 17 @ ARI 41,5,2,-2
980,CIN 22 @ DAL 31,5,16,-16
981,PIT 26 @ JAC 21,5,6,-6
982,MIN 30 @ NO 27,5,3,-3
983,CAR 16 @ NO 13,5,4,-4
984,JAC 17 @ KC 7,5,-2,2
985,DET 3 @ WAS 34,5,4,-4
986,ATL 13 @ TEN 20,5,8,-8
987,SEA 0 @ PIT 21,5,5,-5
988,CLE 17 @ NE 34,5,16,-16
989,ARI 34 @ STL 31,5,-4,4
990,NYJ 24 @ NYG 35,5,4,-4
991,MIA 19 @ HOU 22,5,5,-5
992,TB 14 @ IND 33,5,9,-9
993,SD 41 @ DEN 3,5,-2,2
994,BAL 9 @ SF 7,5,-4,4
995,CHI 27 @ GB 20,5,3,-3
996,DAL 25 @ BUF 24,5,-11,11
997,NYG 14 @ NE 35,6,16.5,-16.5
998,CAR 37 @ TB 26,6,-2,2
999,CIN 17 @ BAL 23,6,10.5,-10.5
1000,HOU 31 @ KC 24,6,3.5,-3.5
1001,NO 13 @ JAC 6,6,2.5,-2.5
1002,PHI 20 @ MIN 38,6,3.5,-3.5
1003,SEA 32 @ CLE 28,6,1,-1
1004,WAS 17 @ MIA 16,6,-6,6
1005,ATL 33 @ ARI 34,6,-3,3
1006,SF 20 @ LAR 7,6,3,-3
1007,DAL 22 @ NYJ 24,6,-7,7
1008,TEN 0 @ DEN 16,6,1,-1
1009,PIT 24 @ LAC 17,6,6,-6
1010,DET 22 @ GB 23,6,3.5,-3.5
1011,PHI 34 @ NYG 13,6,-1.5,1.5
1012,ARI 17 @ MIN 27,6,10,-10
1013,CAR 17 @ WAS 23,6,-1,1
1014,CHI 28 @ MIA 31,6,-7.5,7.5
1015,IND 34 @ NYJ 42,6,2.5,-2.5
1016,PIT 28 @ CIN 21,6,1,-1
1017,SEA 27 @ OAK 3,6,-3,3
1018,BUF 13 @ HOU 20,6,10.5,-10.5
1019,LAC 38 @ CLE 14,6,1,-1
1020,TB 29 @ ATL 34,6,3,-3
1021,LAR 23 @ DEN 20,6,-7,7
1022,BAL 21 @ TEN 0,6,-2.5,2.5
1023,JAC 7 @ DAL 40,6,-3,3
1024,KC 40 @ NE 43,6,4,-4
1025,SF 30 @ GB 33,6,9,-9
1026,PHI 28 @ CAR 23,6,3,-3
1027,NE 24 @ NYJ 17,6,-9,9
1028,MIA 20 @ ATL 17,6,14,-14
1029,SF 24 @ WAS 26,6,12,-12
1030,CHI 27 @ BAL 24,6,5.5,-5.5
1031,CLE 17 @ HOU 33,6,7.5,-7.5
1032,GB 10 @ MIN 23,6,-3,3
1033,DET 38 @ NO 52,6,6,-6
1034,TB 33 @ ARI 38,6,-2.5,2.5
1035,LAR 27 @ JAC 17,6,1,-1
1036,PIT 19 @ KC 13,6,3.5,-3.5
1037,LAC 17 @ OAK 16,6,3,-3
1038,NYG 23 @ DEN 10,6,14,-14
1039,IND 22 @ TEN 36,6,7,-7
1040,DEN 13 @ SD 21,6,-155,3
1041,LA 28 @ DET 31,6,166,-2.5
1042,SF 16 @ BUF 45,6,361,-7.5
1043,JAC 17 @ CHI 16,6,138,-2.5
1044,CLE 26 @ TEN 28,6,325,-7.5
1045,PHI 20 @ WAS 27,6,-116,3
1046,BAL 23 @ NYG 27,6,150,-3.5
1047,CAR 38 @ NO 41,6,-136,2.5
1048,PIT 15 @ MIA 30,6,-314,7.5
1049,CIN 17 @ NE 35,6,400,-7.5
1050,KC 26 @ OAK 10,6,-106,1
1051,ATL 24 @ SEA 26,6,250,-7
1052,DAL 30 @ GB 16,6,202,-5
1053,IND 23 @ HOU 26,6,160,-3
1054,NYJ 3 @ ARI 28,6,340,-7.5
1055,ATL 21 @ NO 31,6,-3,3
1056,DEN 26 @ CLE 23,6,-3.5,3.5
1057,CHI 34 @ DET 37,6,3.5,-3.5
1058,HOU 31 @ JAC 20,6,2.5,-2.5
1059,CIN 34 @ BUF 21,6,-3,3
1060,WAS 20 @ NYJ 34,6,7.5,-7.5
1061,KC 10 @ MIN 16,6,3.5,-3.5
1062,ARI 13 @ PIT 25,6,-5.5,5.5
1063,MIA 38 @ TEN 10,6,2.5,-2.5
1064,CAR 27 @ SEA 23,6,7,-7
1065,BAL 20 @ SF 25,6,-2.5,2.5
1066,SD 20 @ GB 27,6,10.5,-10.5
1067,NE 34 @ IND 27,6,-8,8
1068,NYG 7 @ PHI 27,6,3.5,-3.5
1069,IND 33 @ HOU 28,6,-2.5,2.5
1070,CHI 27 @ ATL 13,6,3.5,-3.5
1071,JAC 14 @ TEN 16,6,4,-4
1072,BAL 48 @ TB 17,6,-3.5,3.5
1073,DEN 31 @ NYJ 17,6,-10,10
1074,DET 17 @ MIN 3,6,1,-1
1075,NE 37 @ BUF 22,6,1,-1
1076,CAR 37 @ CIN 37,6,7,-7
1077,PIT 10 @ CLE 31,6,2.5,-2.5
1078,GB 27 @ MIA 24,6,-1.5,1.5
1079,SD 31 @ OAK 28,6,-7,7
1080,DAL 30 @ SEA 23,6,10,-10
1081,WAS 20 @ ARI 30,6,5,-5
1082,NYG 0 @ PHI 27,6,1,-1
1083,SF 31 @ STL 17,6,-3.5,3.5
1084,NYG 21 @ CHI 27,6,9.5,-9.5
1085,GB 19 @ BAL 17,6,-1,1
1086,PHI 31 @ TB 20,6,-2.5,2.5
1087,PIT 19 @ NYJ 6,6,-1,1
1088,CAR 35 @ MIN 10,6,2.5,-2.5
1089,OAK 7 @ KC 24,6,7.5,-7.5
1090,STL 38 @ HOU 13,6,9.5,-9.5
1091,CIN 27 @ BUF 24,6,-6,6
1092,DET 31 @ CLE 17,6,-1,1
1093,TEN 13 @ SEA 20,6,11,-11
1094,JAC 19 @ DEN 35,6,27,-27
1095,NO 27 @ NE 30,6,2.5,-2.5
1096,ARI 20 @ SF 32,6,10,-10
1097,WAS 16 @ DAL 31,6,5.5,-5.5
1098,IND 9 @ SD 19,6,-1,1
1099,PIT 23 @ TEN 26,6,-5.5,5.5
1100,DAL 29 @ BAL 31,6,3,-3
1101,CIN 24 @ CLE 34,6,-1,1
1102,STL 14 @ MIA 17,6,5.5,-5.5
1103,IND 9 @ NYJ 35,6,3.5,-3.5
1104,OAK 20 @ ATL 23,6,10,-10
1105,DET 26 @ PHI 23,6,3.5,-3.5
1106,KC 10 @ TB 38,6,5,-5
1107,BUF 19 @ ARI 16,6,5,-5
1108,NE 23 @ SEA 24,6,-3.5,3.5
1109,NYG 26 @ SF 3,6,7,-7
1110,MIN 26 @ WAS 38,6,-1.5,1.5
1111,GB 42 @ HOU 24,6,4,-4
1112,DEN 35 @ SD 24,6,1,-1
1113,STL 3 @ GB 24,6,14,-14
1114,JAC 13 @ PIT 17,6,12.5,-12.5
1115,PHI 20 @ WAS 13,6,-3,3
1116,SF 25 @ DET 19,6,4.5,-4.5
1117,CAR 17 @ ATL 31,6,3.5,-3.5
1118,IND 17 @ CIN 27,6,5,-5
1119,BUF 24 @ NYG 27,6,3,-3
1120,HOU 14 @ BAL 29,6,7,-7
1121,CLE 17 @ OAK 24,6,6.5,-6.5
1122,DAL 16 @ NE 20,6,6.5,-6.5
1123,NO 20 @ TB 26,6,-6,6
1124,MIN 10 @ CHI 39,6,1,-1
1125,MIA 6 @ NYJ 24,6,7,-7
1126,SD 17 @ STL 20,6,-9,9
1127,KC 31 @ HOU 35,6,5,-5
1128,BAL 20 @ NE 23,6,3,-3
1129,NO 31 @ TB 6,6,-6,6
1130,ATL 17 @ PHI 31,6,2,-2
1131,DET 20 @ NYG 28,6,10,-10
1132,SEA 23 @ CHI 20,6,6,-6
1133,MIA 23 @ GB 20,6,3,-3
1134,CLE 10 @ PIT 28,6,14,-14
1135,NYJ 24 @ DEN 20,6,-3,3
1136,OAK 9 @ SF 17,6,7,-7
1137,DAL 21 @ MIN 24,6,2,-2
1138,IND 27 @ WAS 24,6,-3,3
1139,TEN 30 @ JAC 3,6,-3,3
1140,KC 14 @ WAS 6,6,7,-7
1141,HOU 28 @ CIN 17,6,4,-4
1142,CLE 14 @ PIT 27,6,14,-14
1143,BAL 31 @ MIN 33,6,3,-3
1144,STL 20 @ JAC 23,6,10,-10
1145,NYG 27 @ NO 48,6,3,-3
1146,CAR 28 @ TB 21,6,-3,3
1147,DET 0 @ GB 26,6,14,-14
1148,PHI 9 @ OAK 13,6,-14,14
1149,ARI 27 @ SEA 3,6,3,-3
1150,BUF 16 @ NYJ 13,6,9,-9
1151,TEN 0 @ NE 59,6,9,-9
1152,CHI 14 @ ATL 21,6,4,-4
1153,DEN 34 @ SD 23,6,3,-3
1154,OAK 3 @ NO 34,6,7,-7
1155,BAL 3 @ IND 31,6,4,-4
1156,CIN 14 @ NYJ 26,6,10,-10
1157,CAR 3 @ TB 27,6,3,-3
1158,DET 10 @ MIN 12,6,13,-13
1159,CHI 20 @ ATL 22,6,-3,3
1160,MIA 28 @ HOU 29,6,3,-3
1161,STL 19 @ WAS 17,6,12,-12
1162,JAC 24 @ DEN 17,6,3,-3
1163,PHI 40 @ SF 26,6,-6,6
1164,DAL 24 @ ARI 30,6,-5,5
1165,GB 27 @ SEA 17,6,0,0
1166,NE 10 @ SD 30,6,6,-6
1167,NYG 14 @ CLE 35,6,-8,8
1168,CIN 20 @ KC 27,6,-3,3
1169,HOU 17 @ JAC 37,6,6,-6
1170,MIA 31 @ CLE 41,6,4,-4
1171,MIN 34 @ CHI 31,6,4,-4
1172,PHI 16 @ NYJ 9,6,-4,4
1173,STL 3 @ BAL 22,6,9,-9
1174,TEN 10 @ TB 13,6,2,-2
1175,WAS 14 @ GB 17,6,3,-3
1176,CAR 25 @ ARI 10,6,6,-6
1177,NE 48 @ DAL 27,6,-5,5
1178,OAK 14 @ SD 28,6,10,-10
1179,NO 28 @ SEA 17,6,6,-6
1180,NYG 31 @ ATL 10,6,-5,5
1181,KC 30 @ DEN 6,7,-3,3
1182,ARI 27 @ NYG 21,7,3.5,-3.5
1183,HOU 23 @ IND 30,7,1.5,-1.5
1184,JAC 27 @ CIN 17,7,-4,4
1185,LAR 37 @ ATL 10,7,-3,3
1186,MIA 21 @ BUF 31,7,17,-17
1187,MIN 42 @ DET 30,7,-2.5,2.5
1188,OAK 24 @ GB 42,7,5.5,-5.5
1189,SF 9 @ WAS 0,7,-10,10
1190,LAC 20 @ TEN 23,7,3,-3
1191,BAL 30 @ SEA 16,7,3,-3
1192,NO 36 @ CHI 25,7,4,-4
1193,PHI 10 @ DAL 37,7,3,-3
1194,NE 33 @ NYJ 0,7,-9.5,9.5
1195,DEN 45 @ ARI 10,7,-1,1
1196,TEN 19 @ LAC 20,7,6.5,-6.5
1197,BUF 5 @ IND 37,7,7,-7
1198,CAR 21 @ PHI 17,7,5,-5
1199,CIN 10 @ KC 45,7,6.5,-6.5
1200,CLE 23 @ TB 26,7,3.5,-3.5
1201,DET 32 @ MIA 21,7,-3,3
1202,HOU 20 @ JAC 7,7,4,-4
1203,MIN 37 @ NYJ 17,7,-3.5,3.5
1204,NE 38 @ CHI 31,7,-1,1
1205,NO 24 @ BAL 23,7,2.5,-2.5
1206,DAL 17 @ WAS 20,7,-1.5,1.5
1207,LAR 39 @ SF 10,7,-8,8
1208,NYG 20 @ ATL 23,7,4.5,-4.5
1209,KC 30 @ OAK 31,7,-3,3
1210,JAC 27 @ IND 0,7,-3,3
1211,ARI 0 @ LAR 33,7,3,-3
1212,TB 27 @ BUF 30,7,3,-3
1213,BAL 16 @ MIN 24,7,5,-5
1214,CIN 14 @ PIT 29,7,4,-4
1215,NYJ 28 @ MIA 31,7,3,-3
1216,CAR 3 @ CHI 17,7,-2.5,2.5
1217,TEN 12 @ CLE 9,7,-5.5,5.5
1218,NO 26 @ GB 17,7,-3.5,3.5
1219,DAL 40 @ SF 10,7,-6.5,6.5
1220,DEN 0 @ LAC 21,7,-1,1
1221,SEA 24 @ NYG 7,7,-4,4
1222,ATL 7 @ NE 23,7,3,-3
1223,WAS 24 @ PHI 34,7,5,-5
1224,CHI 10 @ GB 26,7,7.5,-7.5
1225,NYG 17 @ LA 10,7,-3,3
1226,WAS 17 @ DET 20,7,-1,1
1227,MIN 10 @ PHI 21,7,-2.5,2.5
1228,CLE 17 @ CIN 31,7,11.5,-11.5
1229,IND 14 @ TEN 26,7,4,-4
1230,BAL 16 @ NYJ 24,7,2,-2
1231,OAK 33 @ JAC 16,7,1.5,-1.5
1232,NO 21 @ KC 27,7,6,-6
1233,BUF 25 @ MIA 28,7,-2.5,2.5
1234,SD 33 @ ATL 30,7,4.5,-4.5
1235,TB 34 @ SF 17,7,1,-1
1236,NE 27 @ PIT 16,7,-7.5,7.5
1237,SEA 6 @ ARI 6,7,2.5,-2.5
1238,HOU 9 @ DEN 27,7,8.5,-8.5
1239,SEA 20 @ SF 3,7,-6.5,6.5
1240,BUF 31 @ JAC 34,7,-3.5,3.5
1241,PIT 13 @ KC 23,7,4,-4
1242,HOU 26 @ MIA 44,7,4.5,-4.5
1243,ATL 10 @ TEN 7,7,-5.5,5.5
1244,MIN 28 @ DET 19,7,1,-1
1245,NO 27 @ IND 21,7,5.5,-5.5
1246,NYJ 23 @ NE 30,7,7,-7
1247,CLE 6 @ STL 24,7,6.5,-6.5
1248,TB 30 @ WAS 31,7,3,-3
1249,OAK 37 @ SD 29,7,3.5,-3.5
1250,DAL 20 @ NYG 27,7,3,-3
1251,PHI 16 @ CAR 27,7,3,-3
1252,BAL 18 @ ARI 26,7,10,-10
1253,NYJ 25 @ NE 27,7,9.5,-9.5
1254,ATL 7 @ BAL 29,7,7,-7
1255,TEN 17 @ WAS 19,7,6,-6
1256,SEA 26 @ STL 28,7,-7,7
1257,CLE 6 @ JAC 24,7,-4,4
1258,CIN 0 @ IND 27,7,3,-3
1259,MIN 16 @ BUF 17,7,7,-7
